ID,Product_Type,Raw_Material_Usage_kg,Energy_Consumption_kWh,Waste_Generated_kg,Transport_Distance_km,CO2_Emission_kg_per_unit,Manufacturing_Energy_kWh,Renewable_Energy_%,Cost_per_Unit,Delivery_Time_days,Sustainability_Score,CO2_Factor_per_USD,Ownership_Type,Certification,Packaging_Type,Locality
263,food,101.17636785774268,342.9380602179294,4.703597078849282,4460.575544178027,580.2626246959187,692.7495013088218,72.97287425606206,2507.110535899563,5,72.18,,Women-Owned,None,Plastic,International
264,electronics,129.22603801149032,295.4443412331075,47.619737821432736,4960.617461469352,379.6522186415899,682.3590791816365,73.75769542312773,2848.777920964009,13,60.74,,Women-Owned,None,Plastic,National
265,pharmaceutical,175.99865169540436,78.02289764684852,15.567248725059349,1540.9305646662112,936.2243056203014,382.4639947081478,76.03170783119047,3232.519249533226,12,57.24,,Corporate,FairTrade,Plastic,International
266,electronics,196.9758591478661,280.62619194664927,5.511282318041296,1130.560925800389,926.5128826233936,333.3099019093675,46.4161342372163,1434.1688191937335,10,50.34,,Minority-Owned,None,Recycled,National
267,pharmaceutical,155.97194863425847,412.88162775477775,30.353184770368696,3850.2804829044,527.2532289734906,444.3496168273905,57.39656493485511,4753.539588334355,4,51.23,,Local Vendor,None,Biodegradable,International
268,electronics,89.37568861179342,256.6579449186312,31.55879013622304,1339.8290705092409,361.4897943173456,500.94075681597633,64.49611160431644,1014.840791394252,1,66.75,,Local Vendor,GreenSeal,Biodegradable,National
269,food,90.05783043264333,73.38045989942079,32.77673618581572,4341.255677543797,750.2757932588071,266.8360474395979,19.171023305532596,4835.135238878779,14,24.3,,Corporate,ISO14001,Recycled,National
270,pharmaceutical,150.14063730188937,403.8251897228149,14.102699365019523,603.9287015716359,84.87729630891332,655.7685593009135,52.067003649824805,271.30938803601816,13,77.3,,Corporate,FairTrade,Biodegradable,National
271,automotive,55.36765769597744,140.61370196118847,1.740423526509277,717.1804622588554,501.0305557414687,440.537936012696,12.400853091231816,2509.403320720859,7,45.45,,Minority-Owned,FairTrade,Recycled,National
272,electronics,30.990081494964983,166.37937569961747,48.28575310326912,4897.842619993016,369.5072245568169,333.83188389397174,44.82962583721081,1800.1656229595014,8,48.41,,Local Vendor,FairTrade,Recycled,Local
273,electronics,77.37820995174754,124.11785904453316,13.293759238864022,3401.810601523023,924.5090908474268,174.77469507479344,20.83898771341592,2355.792386865204,2,32.66,,Local Vendor,None,Recycled,National
274,pharmaceutical,64.57540841427553,198.5967791921739,34.12528811457483,4249.747399701869,61.40287590904842,267.19161228252483,22.80460481734593,2939.189979107787,7,50.03,,Local Vendor,None,Plastic,Local
275,automotive,66.29854288663812,390.53817755988575,35.62486362405677,1689.2139490224383,575.1741319324316,764.4968202291886,35.55332966848211,2290.827958461003,6,41.69,,Women-Owned,None,Biodegradable,Local
276,automotive,54.38547269948289,283.7236367767718,30.8903634368948,3414.7703726509617,753.6304020132947,313.56978077366864,40.27060167015521,2191.264881447656,5,40.79,,Local Vendor,GreenSeal,Recycled,National
277,food,17.99770603090876,142.19657336782063,16.332462316468764,3011.7849538121263,510.7670881478392,218.2015025569247,53.62206971725311,3717.0723939838713,13,57.52,,Women-Owned,ISO14001,Biodegradable,Local
278,automotive,13.396047599348623,445.0235351684184,14.283716434439222,3055.4355886024405,131.13287865458557,422.47095415849526,15.209989290696097,3492.2061204150305,4,50.97,,Minority-Owned,None,Plastic,International
279,automotive,197.667254049846,445.81183472818816,30.28574585243245,3444.409051734836,973.8383205265072,314.96142035217406,45.25842328662112,4199.70215377207,2,32.9,,Women-Owned,ISO14001,Recycled,National
280,automotive,91.27689540981385,441.7602912707032,43.43868604697288,2919.259948332583,542.109909807293,124.61147518983591,22.78375911771708,1399.8031099495786,10,34.95,,Minority-Owned,GreenSeal,Compostable,Local
281,apparel,83.02206296033953,157.4582951216927,47.38995271724638,2202.405609583064,633.4769321030608,326.20165209559207,50.178262252221934,3125.736846819505,6,40.88,,Local Vendor,FairTrade,Plastic,National
282,food,139.13298371168327,253.05770488144464,6.189384415784124,1452.0212024646796,274.779293572132,480.876036757628,54.618322858282845,3008.9349698856986,5,70.57,,Local Vendor,None,Compostable,National
283,electronics,51.46823869436219,493.2453452633938,8.586602017288273,3866.04852147469,509.3231808514636,486.1986604139768,48.96964795869977,1974.741492188906,2,61.82,,Minority-Owned,ISO14001,Biodegradable,National
284,pharmaceutical,190.4926249505428,397.4056143394957,47.2920766803709,1208.7349070156124,457.69201736040577,349.5912448238221,61.68068573348154,2533.0762011328684,10,53.13,,Corporate,ISO14001,Biodegradable,Local
285,electronics,159.4055527389549,62.22533955150192,37.090226188404834,3492.5361001566293,121.15104990188456,413.11192937682046,33.492647096863095,1706.154287867498,7,54.86,,Minority-Owned,None,Plastic,International
286,food,26.98809043932931,79.34206606722142,44.26669741665888,1243.3308309817005,150.85233587009387,775.8625427643365,63.55746141431917,880.853108561529,6,67.78,,Corporate,FairTrade,Biodegradable,International
287,pharmaceutical,89.34034739913639,258.7691195655498,10.928999072631814,3164.117832776824,845.5988936378359,364.14393406121815,40.29369571957356,1226.2458111811177,12,47.95,,Women-Owned,FairTrade,Compostable,Local
288,food,177.0324784368113,459.1490926377021,29.79170768436069,3760.6835089322417,277.8289545962607,280.75876928198807,43.89291488258178,706.4655027257652,11,60.28,,Women-Owned,FairTrade,Recycled,National
289,automotive,189.49908423536797,292.4158090787214,35.35584012645621,1171.6980556420422,235.210357923699,270.4269308467321,55.367148908275,3478.733960912596,9,59.53,,Women-Owned,GreenSeal,Recycled,Local
290,pharmaceutical,98.80628713747524,274.0156286154306,34.32548238690166,393.7221742204106,529.6658786876324,420.4352288928939,11.285086879945675,3371.491486923928,11,29.28,,Local Vendor,ISO14001,Recycled,Local
291,automotive,126.54816395003446,97.46316498048375,20.999432852468207,741.771340671453,780.3097747943873,631.6641041018609,55.77959549941738,4762.91058358339,10,46.55,,Women-Owned,ISO14001,Plastic,Local
292,electronics,41.73644975749429,345.5510471259323,1.7543496928741154,3069.3851396280247,108.84919265003852,244.19172893193124,53.30096043504808,3702.456385506758,5,75.28,,Corporate,ISO14001,Biodegradable,National
293,electronics,198.32203896602556,419.9464222701015,29.56337678340889,4262.287390506104,597.967523656343,596.5072889985377,31.689298172729597,449.82002602943095,9,45.18,,Women-Owned,GreenSeal,Compostable,Local
294,pharmaceutical,54.01762326285424,221.18900337840304,13.401975419800827,320.4844240535794,163.2499206985447,114.8048763445914,16.005599942964263,4444.37683485898,9,48.86,,Minority-Owned,ISO14001,Biodegradable,National
295,pharmaceutical,189.11903708567388,399.02533291639736,23.062458061001628,3697.3411693040666,84.63799828433753,393.2530845887622,16.36548149391288,4340.840782139484,13,47.74,,Minority-Owned,GreenSeal,Biodegradable,Local
296,food,133.43286330855,484.0144942553652,47.921469739107046,1772.4613651552554,100.10675455410652,643.1055456419508,74.625662288966,2327.9375397089534,1,70.49,,Local Vendor,FairTrade,Biodegradable,International
297,food,125.46999102698324,141.6949066074601,20.5527305644793,2444.7890126056604,842.4559027980192,337.113069042102,58.2495524858086,3012.1426425340237,5,49.61,,Minority-Owned,None,Recycled,Local
298,automotive,107.41081709313664,285.4983340376336,42.150278726556905,4651.411794243271,162.0738594466585,494.6159710117796,18.897182963951828,4885.1759958680905,9,37.96,,Corporate,ISO14001,Compostable,Local
299,pharmaceutical,53.82726422637415,179.212081138059,10.238489681713306,1726.6603732056428,92.89379619167735,243.48546297813755,34.97062185162345,2755.060946471198,7,65.09,,Women-Owned,ISO14001,Compostable,International
300,electronics,43.54032608104657,406.7844885652277,33.950564403226416,2380.150976303481,466.0048927857667,619.3967737883206,51.47380957311175,4545.544776205231,6,49.09,,Local Vendor,FairTrade,Biodegradable,National
301,food,51.89237972333332,309.9170146465209,48.87334076750823,167.0438323273374,851.7937983449235,136.59537228813173,68.49001935634541,598.5860374888948,6,47.94,,Women-Owned,None,Recycled,National
302,food,45.42326980740836,335.5620878976367,5.992761942773903,499.833728023708,299.2879576648368,696.7798514128502,13.056265009910597,1117.0489698016777,11,52.92,,Women-Owned,GreenSeal,Recycled,Local
303,electronics,158.12104997768313,409.0613718271524,1.4076771691324086,1367.0987965604418,450.62698664962056,238.7374704951677,26.56431920290062,2315.6237285183256,7,54.57,,Corporate,None,Compostable,International
304,food,76.52379924167872,228.18671269810469,22.2455568389981,236.47598002326455,87.92640593556366,712.0786221958315,72.2824293206766,3006.8326800190625,1,78.59,,Minority-Owned,FairTrade,Recycled,National
305,automotive,20.99010854704531,461.7905307831695,5.538648669516992,3193.73909763643,476.6245884281321,346.7704689103621,10.641588512867154,4117.893688941442,4,40.57,,Minority-Owned,FairTrade,Recycled,Local
306,pharmaceutical,194.12949972675412,289.862990260763,37.670833134135336,2189.3519483279506,598.7324266052769,605.8785021321406,24.09793719557212,4943.658152687297,13,29.13,,Women-Owned,None,Recycled,International
307,electronics,177.91931814305087,121.0796702759066,45.81288452857939,2785.911493367308,592.3617010645376,323.4577084503319,77.13169231810761,2066.487183075759,1,58.34,,Local Vendor,GreenSeal,Plastic,National
308,pharmaceutical,186.27293380709045,363.1546031759611,22.267027662729184,955.7712108920148,365.8053575656469,734.1381698642533,52.93812925655197,427.5950534724077,6,65.73,,Minority-Owned,GreenSeal,Biodegradable,National
309,food,199.03248630282272,406.9676076972145,13.676870465616608,1550.066944239419,349.75652162997875,188.64598786286209,28.31699566462545,4045.623215817559,14,50.1,,Local Vendor,ISO14001,Compostable,International
310,food,43.040097351702585,192.542754680387,22.28576263132388,3352.739926778353,151.292437989768,224.96385249081908,14.689376607709333,3101.027451597479,13,47.69,,Minority-Owned,GreenSeal,Compostable,International
311,electronics,85.28598359150516,435.7306656494388,36.448943074650046,4829.983345788959,398.4584046139549,445.1210876111616,11.97339383130555,1153.005722567368,4,37.15,,Local Vendor,None,Plastic,International
312,automotive,154.06531038377736,457.7644646445949,1.443653917438178,347.0421906508251,144.51993542931643,157.3569073267023,27.132155574584907,2575.176591782817,1,63.5,,Corporate,FairTrade,Biodegradable,International
313,apparel,142.2439174302205,174.60701932001402,29.88324548475016,4462.883172190804,778.2661474764491,237.18612929123336,71.70400737122372,3763.089178561877,9,53.02,,Local Vendor,ISO14001,Compostable,Local
314,electronics,39.24022220457246,492.58466272185,31.05129255948157,2926.7178864249213,967.9605828607764,760.6364675484101,39.113955800825664,3897.9765779294894,12,30.3,,Corporate,ISO14001,Recycled,International
315,apparel,165.00829374821737,113.32018762194129,32.24672409790084,2863.2058771025563,971.5707338333716,783.542762803521,60.42333584161951,2598.168377594058,4,42.97,,Corporate,FairTrade,Compostable,National
316,apparel,52.64370864896553,140.9070507811205,12.859081919062984,2551.364822518025,871.8175444066242,363.38153053129537,74.27995247659705,1665.029744618524,12,62.51,,Local Vendor,GreenSeal,Recycled,National
317,automotive,52.52534681629839,132.90117765711176,35.988583445528214,440.0310209304986,620.7525418726382,746.300214709755,38.56283231219716,4873.964393784769,6,36.52,,Corporate,FairTrade,Plastic,Local
318,apparel,112.02514034974858,452.2953695035417,5.478182830257044,540.3965735071872,715.8224123816859,481.3772729714022,23.389415972617797,3384.140532591165,13,41.26,,Women-Owned,GreenSeal,Recycled,National
319,apparel,122.6585876199236,344.43164854623285,10.76424648687324,3044.4688277295218,320.9455125463934,288.8197261116369,46.19825515998436,2159.540092862234,7,64.85,,Corporate,FairTrade,Compostable,National
320,automotive,120.21637948918412,118.4469274500228,43.996032286069614,1770.6970000342358,649.2318991639896,591.6791047564191,73.5658580941898,1546.2234761823315,8,56.62,,Minority-Owned,None,Compostable,International
321,apparel,27.382499105573427,248.14553826575704,37.19743438560175,4594.613526230635,482.8670719678836,561.2312646024,66.30620898963905,3709.294318417098,12,56.37,,Local Vendor,GreenSeal,Compostable,National
322,apparel,176.71756389977227,326.8841112814109,1.6735321465559174,2092.293633061414,507.91647278808585,792.3877233761134,14.608089035420765,1362.480538850085,13,48.67,,Women-Owned,None,Plastic,Local
323,apparel,60.46400809185416,87.55883824522249,13.17043675812021,802.0791476429413,769.8877323564001,285.5331011864983,58.48009600543072,1024.207947073703,11,58.83,,Local Vendor,ISO14001,Plastic,International
324,electronics,34.60783504373279,447.0873657833024,11.505917666665065,3602.1222841599765,317.8224378173891,570.4416518632148,50.032826572126766,2743.202667017937,9,65.39,,Minority-Owned,FairTrade,Biodegradable,International
325,electronics,178.86213517510566,411.6215909486908,14.269510073811656,1537.4317650609482,352.1376311097939,136.41662852061282,73.52242234424978,1591.939484691881,9,77.31,,Minority-Owned,ISO14001,Compostable,Local
326,electronics,191.57378466365316,277.3430481094872,13.130428743714434,2674.8045060438767,928.4097015722048,179.5522270877036,18.57369917952081,3218.7446956333524,8,29.74,,Minority-Owned,ISO14001,Recycled,International
327,automotive,173.80424728043562,485.2069768666267,4.063788491399441,3519.3806489753333,103.41308010842364,102.74286246576528,47.38252792432596,766.1056393963207,10,77.43,,Corporate,ISO14001,Plastic,International
328,food,163.80805419772685,237.99244067379487,23.488085313244195,4511.294144890145,511.3525834926734,799.6224767417712,71.56238854583246,3343.717301923144,11,64.36,,Corporate,ISO14001,Compostable,Local
329,apparel,134.49597632141413,492.849643566424,36.90394026452209,3981.736854528213,917.1607603874686,661.5915880032344,38.70166507192201,1559.8233343889706,12,33.95,,Local Vendor,FairTrade,Compostable,International
330,apparel,114.66290041573647,350.5639994616322,30.729854511154382,3414.169232576348,629.8448574272492,650.7061103134786,43.739644241300695,201.1660852856611,12,50.28,,Local Vendor,ISO14001,Plastic,Local
331,automotive,26.527484383167927,335.60207296427365,33.97071176130591,3430.202593736204,569.0867205015255,456.8082527017258,14.93224743668708,809.2930768360466,14,35.19,,Women-Owned,FairTrade,Biodegradable,Local
332,apparel,87.60611048343276,124.67970288310325,4.976309748275718,4735.030755757224,287.2569702678875,310.046958033808,29.47005483142376,4681.353813608452,3,54.76,,Women-Owned,FairTrade,Plastic,National
333,electronics,80.81081823233966,446.8674912370898,47.623044798662576,1549.5380777330265,376.11171461122586,205.88499912387317,32.71546544182631,4363.302267753717,12,37.3,,Local Vendor,None,Plastic,National
334,food,59.353218914461976,242.3703595642768,42.086099858308216,105.4492615613183,859.4459950144583,299.2723171925245,76.15857141214208,1321.3233537739368,2,52.82,,Corporate,GreenSeal,Recycled,International
335,pharmaceutical,147.44982160083114,123.0050326021157,40.44942560628747,1432.5773410511736,581.2572251800352,363.17985535039736,29.786715237881133,3936.185141818358,5,33.4,,Minority-Owned,GreenSeal,Recycled,International
336,apparel,104.21638966496646,55.67338398909157,41.32620644704661,1167.6677601710455,539.005084068941,629.4170678862058,42.26081146887564,3121.1436472350765,1,42.19,,Local Vendor,FairTrade,Biodegradable,Local
337,electronics,25.398781022453107,301.8900576372721,46.70281489850531,3342.989467058591,144.6007278630275,477.7632522322067,56.991309649499584,4860.342614959373,3,55.76,,Women-Owned,None,Compostable,International
338,pharmaceutical,51.83480837046415,287.32982995520433,27.668444339571188,3205.1868388510925,65.22674863236696,154.23853858883788,21.35283606855142,1993.307165763484,1,53.67,,Corporate,FairTrade,Plastic,Local
339,food,139.81916509532323,373.70913006612136,10.813818875513668,3007.9607752531465,965.5009292526968,112.62030627123858,44.05096709993121,3471.010940082422,13,41.79,,Local Vendor,FairTrade,Biodegradable,Local
340,pharmaceutical,24.464863303157035,450.61612385801095,31.22239678477452,179.59287172632315,408.1368589224996,171.6325256738442,61.69773276331353,504.9714676348092,3,65.11,,Local Vendor,FairTrade,Recycled,International
341,electronics,171.72931366926605,85.73296308936328,37.40119318972901,3671.0124668081726,623.0524089945291,387.34909958816553,70.67986491189461,2101.9872647187485,13,57.48,,Corporate,None,Plastic,Local
342,pharmaceutical,104.07784013265513,379.1734206531631,37.157952274347245,1685.2990211789086,125.72931952792074,753.2350419343128,53.83814922636987,4826.324773703266,4,58.63,,Local Vendor,GreenSeal,Compostable,National
343,automotive,101.31144969206312,134.335374843912,26.55100218417713,3358.7743461324926,698.9585714368942,546.1817368464551,56.83374607218635,2787.1081973605787,7,51.25,,Corporate,None,Recycled,International
344,pharmaceutical,122.55747908530834,436.1796739207238,4.354477247345325,2827.234299660551,935.9383732706629,661.2781299128605,18.839843080919827,1581.821616007254,12,36.44,,Minority-Owned,ISO14001,Recycled,National
345,apparel,166.68938352577834,418.57858123774525,19.184533983076264,1779.381534596745,596.8819903475487,426.462216153184,76.2043548072443,777.3006230173129,12,70.97,,Corporate,None,Recycled,International
346,apparel,76.08374950141668,293.357189743495,46.11756381470451,759.423708810128,169.80955625664004,353.16625823653,19.280185423913764,3576.936032871346,5,38.94,,Corporate,None,Biodegradable,Local
347,automotive,138.82306898622207,369.6092593804902,29.637996578113874,562.6525985363567,602.6354510998029,175.8802609016359,64.22710560272589,3295.309008462689,5,55.59,,Corporate,None,Compostable,International
348,electronics,117.4890731592003,191.4575509326868,27.37826521952996,4174.439832249896,778.0298524494198,713.1531155303435,28.53714252448232,1994.905825298118,13,35.99,,Local Vendor,None,Plastic,National
349,apparel,60.73537133219005,262.0255545197666,14.173822204727482,4600.147956199634,436.0957097453177,648.212020319532,75.3515200590876,4764.518488956004,1,69.39,,Local Vendor,GreenSeal,Biodegradable,Local
350,food,176.93969740748005,419.7366039697122,19.053997075912367,3283.961429145068,885.8458605443944,217.6826683184076,60.39716775586357,306.57350234168155,8,55.39,,Corporate,ISO14001,Biodegradable,International
351,apparel,161.51094410531633,256.6693387279463,44.8719583685053,606.8271628163685,666.2488056894963,458.5823947133824,62.76695990848583,1657.874487832764,13,50.13,,Local Vendor,GreenSeal,Biodegradable,International
352,apparel,135.10584858510083,211.0092193964488,33.65668932881495,2069.9333627523797,904.2864723747424,441.1623655448714,25.334142114191835,4621.133534237991,4,22.83,,Women-Owned,GreenSeal,Recycled,International
353,electronics,171.61052852790596,272.3956012626349,39.58196431086431,3671.802080515271,642.3300456849704,537.56408688057,41.01279836446126,1740.4901039333138,10,41.92,,Women-Owned,None,Compostable,National
354,pharmaceutical,174.78589818236244,422.7121635967482,23.2629257303151,3921.122331649334,174.72357340458302,762.3308257938828,53.24692362125005,1410.813602504818,5,69.25,,Local Vendor,FairTrade,Biodegradable,National
355,apparel,144.5889655758566,200.84362131689272,31.88211375335174,679.2712492263341,344.2071255499297,505.84000923373577,63.89815327446207,2764.257967669987,2,63.34,,Local Vendor,FairTrade,Plastic,International
356,automotive,169.0325323890977,128.1927169110847,13.170796828417169,100.15052234237385,241.70520083983408,478.152086745033,17.27715631386727,4154.248399618582,12,47.81,,Corporate,GreenSeal,Compostable,Local
357,pharmaceutical,142.51957771716388,370.40630914885134,35.567580683890824,3589.4715248149646,913.3851728310192,135.22605305426475,77.36557215181699,695.104452216133,13,55.66,,Minority-Owned,GreenSeal,Plastic,Local
358,food,139.22674663445707,421.6901957186368,21.952465351463527,1847.3212623324075,772.3800639231085,144.03523321261676,72.31544693881892,4726.499406299534,1,54.75,,Local Vendor,None,Compostable,National
359,electronics,127.53616186088502,95.28686533559,22.68473022592253,1346.9585249294753,692.5784504645057,231.14275392875223,28.924401334690906,4016.349829669588,9,36.58,,Women-Owned,GreenSeal,Plastic,Local
360,food,153.01616151595184,157.9433507401751,32.8167939042672,163.19760196867466,335.9180036500406,122.7295401842238,67.59321701226324,1070.0012266474494,2,68.45,,Corporate,None,Recycled,National
361,pharmaceutical,40.134970005684,113.88739539244725,46.877750451977406,2747.4670931313485,224.84253344770283,620.3470268990087,46.28267461278764,3617.638213751181,6,50.41,,Local Vendor,FairTrade,Biodegradable,International
362,pharmaceutical,177.3654442477964,206.573635211975,4.136310983822425,4270.63860358731,768.6285335894662,606.3312127957743,42.32645370934131,2047.8018686602743,1,52.35,,Women-Owned,FairTrade,Plastic,National
363,pharmaceutical,175.65027027159408,252.65794050743568,41.41241863000337,4792.39506673568,500.45004858512567,195.2393641021501,32.01038740679838,2131.014454766329,1,40.16,,Women-Owned,ISO14001,Compostable,National
364,food,15.556983776566238,386.9718516334879,15.326772410197462,2872.1502580051174,264.50007454309764,685.2552305566967,50.667801064211474,3959.7924437065594,9,63.35,,Minority-Owned,FairTrade,Biodegradable,International
365,pharmaceutical,166.9051826073049,343.0164131967534,22.752053270812517,2620.860505925481,635.7908792570113,208.3502243922784,61.09223823925184,4821.367078307514,4,52.73,,Corporate,GreenSeal,Biodegradable,Local
366,food,34.48527481995458,329.41785536529403,2.073753109975439,516.7762888972813,88.31715953152937,310.8229108981511,38.76530334739308,807.9481896665309,9,74.29,,Corporate,FairTrade,Compostable,National
367,pharmaceutical,73.67258230923696,208.5687259743445,15.751257813881338,2789.4767275587387,359.86174142184086,274.28382941295547,54.045343510580445,2219.025137018333,11,65.49,,Minority-Owned,None,Plastic,National
368,automotive,151.26656869540548,428.651398888142,25.628930888876397,1961.8974869304336,495.1291448615779,360.61496900113343,58.951904480871264,2508.519718804657,5,59.35,,Minority-Owned,FairTrade,Recycled,International
369,pharmaceutical,40.54438024917856,262.07922532917405,3.752627790024512,3074.962876329527,190.5604174039356,278.26463612297334,59.77852719107001,2006.2967213839888,7,78.66,,Corporate,ISO14001,Recycled,Local
370,food,165.41373458262183,490.5972221068195,25.06369073977509,2004.7591045950787,985.4217537112976,442.2656485069164,13.637626869182618,1943.30779383788,1,23.34,,Corporate,FairTrade,Plastic,National
371,apparel,168.10549381197097,335.3639622330816,46.42842081406294,1277.465704906797,248.64249636013355,385.18551694827977,70.18234639795469,450.8896042956634,6,68.16,,Local Vendor,None,Biodegradable,International
372,pharmaceutical,106.41886941455888,106.81913370402624,6.164267687282456,565.3298486190449,173.83547354110226,790.5986435455286,42.07773203355335,3490.585378700592,8,66.38,,Local Vendor,None,Biodegradable,National
373,apparel,11.21331562619838,354.2799029339453,38.457595675699714,1643.100378485589,243.3581301925516,139.14844508975796,28.36912571873501,2293.8292021762177,14,46.91,,Minority-Owned,GreenSeal,Biodegradable,International
374,automotive,64.53724530323342,196.29680694426452,21.07388161542364,573.5596880099862,780.6080765017381,199.52696347114613,26.923515523577716,1135.0102526908486,1,39.34,,Local Vendor,FairTrade,Biodegradable,Local
375,electronics,127.21611449139102,358.8472385087438,33.103512011692565,966.7950590375212,454.2303763082506,136.97812573602175,43.81098789907653,4116.960811049928,9,46.8,,Women-Owned,None,Plastic,Local
376,automotive,196.42537382521047,81.33851667308258,13.75159330127624,4937.947177039775,587.1451427649112,538.088836487663,72.07820776282715,4052.291591127814,3,64.82,,Local Vendor,ISO14001,Biodegradable,Local
377,pharmaceutical,130.044570133167,128.69664672918174,8.815120864526556,2276.107428842431,69.95869913704271,138.1564941896037,36.48433071778528,2534.6798148266903,1,67.55,,Local Vendor,GreenSeal,Compostable,Local
378,apparel,59.36268040219037,435.0817665076039,8.862668099290095,2706.171655874581,82.70974314464883,685.5078161632863,62.48080227484803,1632.5631735092506,1,81.95,,Women-Owned,ISO14001,Biodegradable,National
379,apparel,130.46108358892616,152.2308006605817,4.454105336514088,4380.730790812355,473.5342723356654,458.3570414773495,16.777311169105303,3262.8450838229714,13,45.88,,Minority-Owned,FairTrade,Recycled,National
380,food,112.59722214601254,426.66850635932303,10.096688540160908,4978.2876124043705,825.8224810415423,468.9053372070736,43.32396915057432,1583.1302517315346,14,49.68,,Women-Owned,FairTrade,Biodegradable,Local
381,apparel,158.17062507871728,175.6742398044847,33.54674986445944,2955.30080178894,890.976934772187,493.116155398536,79.4180298274915,1332.8380655538178,11,56.9,,Local Vendor,FairTrade,Plastic,Local
382,food,30.3263213771221,339.2968595264184,44.202839980331895,4081.121723116441,132.37123921585822,219.5695944143475,63.93064619546359,3706.470339326368,6,62.9,,Minority-Owned,GreenSeal,Recycled,Local
383,electronics,154.59530147538533,362.367758079424,40.89215859396693,1702.0110192497089,561.4449469959716,238.38321218014127,24.73699419084291,393.5611506605634,11,38.38,,Local Vendor,None,Plastic,National
384,pharmaceutical,112.84064994846096,280.6946389152738,34.57158118384972,1598.1453914917263,917.5682019653068,323.1721260111033,45.10090315885375,654.888660966051,6,39.88,,Women-Owned,GreenSeal,Plastic,Local
385,food,192.968480733209,187.38980451352907,6.411161307144031,2073.248232873345,418.574116677992,515.447491075296,26.35373345539966,232.58323531323092,1,57.59,,Women-Owned,ISO14001,Recycled,Local
386,electronics,74.95571154735036,145.68996936699324,15.170184868501542,3395.2855871008805,838.0875398569501,247.08244315815017,38.66926490837565,934.1272950820456,14,46.26,,Local Vendor,GreenSeal,Plastic,Local
387,apparel,130.19815969545016,64.9352095530918,16.18053689080098,3442.739277349984,177.0108716794644,181.43220899328287,64.60588166144754,531.1520418102054,14,79.46,,Corporate,ISO14001,Plastic,International
388,apparel,187.08534004690333,186.77588055832567,13.24789037348344,1644.673229782309,938.6247651844088,779.0818204929026,63.985737070328256,4979.851365343609,3,48.58,,Corporate,GreenSeal,Biodegradable,Local
389,electronics,29.47684831822906,343.9232557390774,26.235277325776437,752.7286282694806,763.8521516547376,115.38727036673605,25.96702645316696,1586.28785577963,7,36.4,,Women-Owned,None,Compostable,International
390,apparel,188.07341257492573,472.2371683018172,27.24213692910396,3198.741656680992,944.2676731475566,661.8881837352152,74.5556322708402,916.4864608123868,10,56.22,,Women-Owned,ISO14001,Plastic,International
391,electronics,140.69828723715457,442.04201701837343,18.4874127833844,728.7967247249461,692.7863718748812,651.6246047025154,51.47977279353788,1356.7820383804062,3,54.85,,Corporate,FairTrade,Plastic,Local
392,food,22.88904122998266,394.72914944088615,18.335668778085363,2934.613290323717,395.23373539945567,308.0498796915672,36.59470036734102,4693.402743392647,3,49.72,,Corporate,FairTrade,Plastic,International
393,food,67.1830777198951,404.8013044639844,41.59922429739799,3497.768427475914,941.2721138984864,194.93863120511935,45.135490654660245,2696.7690705170994,3,32.3,,Local Vendor,GreenSeal,Biodegradable,Local
394,electronics,144.5526968426035,349.24320656419786,39.6753495676646,3532.996332332813,311.7884374937195,201.9400526937964,52.35498774064206,1951.1268622777127,12,57.05,,Local Vendor,FairTrade,Compostable,National
395,food,22.796614279066624,167.12908590470136,16.081995752356537,3792.013342232024,365.5638959586459,588.2021320660347,49.19233722920498,4392.278997964253,7,58.41,,Corporate,ISO14001,Recycled,National
396,food,120.61238743349192,458.2377638176234,45.775633749789705,4377.011165671756,715.7679971016534,549.9646137603215,44.04835248753248,2095.953298635356,4,38.05,,Local Vendor,FairTrade,Biodegradable,National
397,food,75.71778082106178,351.8295403576253,47.68793583312279,2549.7990606274634,777.050484549117,647.9219719759707,45.345296286258005,1808.04113579694,4,36.67,,Local Vendor,None,Biodegradable,National
398,automotive,127.97394837582064,302.198283941198,17.010384559472,3678.221028694899,932.933309656696,756.2368206793733,22.348833729952037,1194.9561082387308,3,33.99,,Minority-Owned,None,Compostable,International
399,pharmaceutical,18.69098642437744,99.94526114606649,18.36682249085969,3133.9464032926,244.56228860339905,584.3491542866144,66.89130330132755,2013.424754765175,10,74.74,,Local Vendor,GreenSeal,Compostable,Local
400,apparel,175.5919931689515,251.17499471289145,25.776073517675982,1014.5357050086444,808.0981334582627,209.0960755860104,47.92322239587108,1720.084908881245,11,45.97,,Women-Owned,ISO14001,Biodegradable,Local
401,automotive,194.9629041437054,257.16122204086685,47.11491981415,225.87925986010003,751.6187507271153,270.40983173578746,19.175590319329217,3451.0590046310767,9,21.29,,Local Vendor,None,Recycled,Local
402,food,194.0867925042814,439.0536242852015,43.93965222397326,1494.2527898169756,110.60482844091796,689.5356116111802,63.63099711079445,1589.9969824194902,2,67.74,,Local Vendor,None,Biodegradable,National
403,electronics,152.4338480311557,295.99169908450483,6.025830166595901,2270.865161054335,417.8619841496966,246.514253083946,75.27107848641455,2970.558782828295,4,76.75,,Corporate,ISO14001,Compostable,National
404,food,34.71638562482008,221.18024703668436,20.243806420299396,3123.819127700416,318.62718420709365,150.76562186813698,76.31148294658735,516.282392153469,8,79.47,,Women-Owned,FairTrade,Recycled,Local
